date,price
2024-11-18,165.45
2024-11-19,164.15
2024-11-20,166.18
2024-11-21,168.41
2024-11-22,170.64
2024-11-25,171.59
2024-11-26,173.17
2024-11-27,173.3
2024-11-28,174.51
2024-11-29,173.49
2024-12-02,172.35
2024-12-03,171.69
2024-12-04,171.51
2024-12-05,171.29
2024-12-06,174.95
2024-12-09,175.59
2024-12-10,176.99
2024-12-11,181.0
2024-12-12,184.41
2024-12-13,184.26
2024-12-16,186.01
2024-12-17,186.21
2024-12-18,186.08
2024-12-19,185.38
2024-12-20,186.25
2024-12-23,186.74
2024-12-24,190.49
2024-12-25,190.13
2024-12-26,190.8
2024-12-27,192.44
2024-12-30,192.56
2024-12-31,190.93
2025-01-01,191.8
2025-01-02,193.04
2025-01-03,194.72
2025-01-06,195.38
2025-01-07,194.24
2025-01-08,194.02
2025-01-09,193.57
2025-01-10,192.46
2025-01-13,191.4
2025-01-14,194.0
2025-01-15,191.99
2025-01-16,194.07
2025-01-17,191.79
2025-01-20,192.3
2025-01-21,193.75
2025-01-22,193.74
2025-01-23,194.24
2025-01-24,194.59
2025-01-27,195.94
2025-01-28,196.87
2025-01-29,193.14
2025-01-30,193.17
2025-01-31,193.47
2025-02-03,193.49
2025-02-04,195.51
2025-02-05,193.13
2025-02-06,193.8
2025-02-07,193.36
2025-02-10,193.23
2025-02-11,194.51
2025-02-12,194.76
2025-02-13,193.38
2025-02-14,197.45
2025-02-17,201.46
2025-02-18,203.75
2025-02-19,202.56
2025-02-20,198.31
2025-02-21,199.07
2025-02-24,197.62
2025-02-25,197.51
2025-02-26,198.12
2025-02-27,198.61
2025-02-28,198.76
2025-03-03,196.56
2025-03-04,195.94
2025-03-05,198.12
2025-03-06,198.0
2025-03-07,199.65
2025-03-10,198.65
2025-03-11,200.78
2025-03-12,201.42
2025-03-13,203.23
2025-03-14,205.76
2025-03-17,208.48
2025-03-18,206.48
2025-03-19,206.31
2025-03-20,206.47
2025-03-21,206.07
2025-03-24,204.2
2025-03-25,205.87
2025-03-26,209.17
2025-03-27,211.2
2025-03-28,210.5
2025-03-31,212.69
2025-04-01,215.63
2025-04-02,213.75
2025-04-03,213.03
2025-04-04,210.99
2025-04-07,213.22
2025-04-08,214.35
2025-04-09,210.14
2025-04-10,206.29
2025-04-11,210.62
2025-04-14,209.56
2025-04-15,211.06
2025-04-16,210.03
2025-04-17,207.8
2025-04-18,207.68
2025-04-21,207.9
2025-04-22,208.34
2025-04-23,211.24
2025-04-24,213.27
2025-04-25,211.14
2025-04-28,209.07
2025-04-29,209.11
2025-04-30,206.75
2025-05-01,207.4
2025-05-02,206.75
2025-05-05,206.42
2025-05-06,206.45
2025-05-07,206.89
2025-05-08,207.02
2025-05-09,208.54
2025-05-12,206.03
2025-05-13,205.9
2025-05-14,208.58
2025-05-15,209.08
2025-05-16,209.05
2025-05-19,210.26
2025-05-20,212.97
2025-05-21,212.68
2025-05-22,212.5
2025-05-23,211.48
2025-05-26,212.95
2025-05-27,216.31
2025-05-28,215.58
2025-05-29,217.71
2025-05-30,218.04
2025-06-02,216.57
2025-06-03,215.1
2025-06-04,215.99
2025-06-05,214.09
2025-06-06,214.22
2025-06-09,217.93
2025-06-10,216.11
2025-06-11,213.61
2025-06-12,215.22
2025-06-13,216.09
2025-06-16,216.84
2025-06-17,214.54
2025-06-18,211.65
2025-06-19,211.72
2025-06-20,211.92
2025-06-23,209.39
2025-06-24,211.37
2025-06-25,209.65
2025-06-26,209.51
2025-06-27,210.83
2025-06-30,209.96
2025-07-01,212.21
2025-07-02,213.91
2025-07-03,217.32
2025-07-04,218.12
2025-07-07,217.72
2025-07-08,217.41
2025-07-09,216.04
2025-07-10,218.88
2025-07-11,225.65
2025-07-14,225.08
2025-07-15,226.21
2025-07-16,227.54
2025-07-17,229.19
2025-07-18,226.41
2025-07-21,226.31
2025-07-22,229.5
2025-07-23,229.25
2025-07-24,230.05
2025-07-25,233.56
2025-07-28,240.33
2025-07-29,239.91
2025-07-30,243.17
2025-07-31,242.03
2025-08-01,241.32
2025-08-04,240.72
2025-08-05,244.27
2025-08-06,241.9
2025-08-07,244.5
2025-08-08,247.39
2025-08-11,246.16
2025-08-12,248.43
2025-08-13,249.4
2025-08-14,251.53
2025-08-15,250.97
2025-08-18,250.78
2025-08-19,251.97
2025-08-20,251.05
2025-08-21,252.38
2025-08-22,249.87
2025-08-25,249.36
2025-08-26,252.68
2025-08-27,251.13
2025-08-28,253.07
2025-08-29,252.47
2025-09-01,255.28
2025-09-02,258.65
2025-09-03,257.41
2025-09-04,257.28
2025-09-05,253.83
2025-09-08,255.13
2025-09-09,254.04
2025-09-10,253.64
2025-09-11,256.68
2025-09-12,256.63
2025-09-15,257.24
2025-09-16,256.17
2025-09-17,255.36
2025-09-18,256.13
2025-09-19,251.88
2025-09-22,252.06
2025-09-23,251.68
2025-09-24,249.05
2025-09-25,249.62
2025-09-26,250.57
2025-09-29,250.06
2025-09-30,249.16
2025-10-01,250.86
2025-10-02,246.36
2025-10-03,245.0
2025-10-06,242.7
2025-10-07,237.73
2025-10-08,237.07
2025-10-09,237.91
2025-10-10,238.2
2025-10-13,239.07
2025-10-14,233.62
2025-10-15,235.36
2025-10-16,232.84
2025-10-17,230.45
2025-10-20,232.04
2025-10-21,231.0
2025-10-22,232.94
2025-10-23,233.91
2025-10-24,232.84
2025-10-27,232.13
2025-10-28,231.1
2025-10-29,231.0
2025-10-30,230.56
2025-10-31,231.52
2025-11-03,232.82
2025-11-04,232.11
2025-11-05,231.17
2025-11-06,231.07
2025-11-07,230.94
2025-11-10,232.9
2025-11-11,236.69
2025-11-12,237.39
2025-11-13,237.12
2025-11-14,236.45
2025-11-17,236.97
2025-11-18,237.52
2025-11-19,237.42
2025-11-20,237.88
2025-11-21,239.28
2025-11-24,240.06
2025-11-25,238.61
2025-11-26,239.07
2025-11-27,241.59
2025-11-28,239.65
2025-12-01,239.68
2025-12-02,240.33
2025-12-03,238.48
2025-12-04,239.73
2025-12-05,241.1
2025-12-08,239.9
2025-12-09,240.77
2025-12-10,242.02
2025-12-11,240.15
2025-12-12,237.31
2025-12-15,238.61
2025-12-16,237.97
2025-12-17,233.44
2025-12-18,234.53
2025-12-19,233.33
2025-12-22,233.51
2025-12-23,233.41
2025-12-24,234.4
2025-12-25,237.8
2025-12-26,240.46
2025-12-29,240.43
2025-12-30,242.21
2025-12-31,245.09
